"순서","시설ID","컨텐츠 명","사용유무","테마 타입","x 좌표","y 좌표","좌표 배열","좌표타입","메인 이미지","새 주소","구 주소","우편번호","국가 지점 번호","테마 명","거리","업데이트 일","등록일","이미지 URL1","이미지 URL2","이미지 URL3","이미지 URL4","이미지 URL5","동영상 URL","음성파일 URL","평가 점수","평가자 인원","상세정보 이름 1","상세정보 값 1","상세정보 이름 2","상세정보 값 2","상세정보 이름 3","상세정보 값 3","상세정보 이름 4","상세정보 값 4","상세정보 이름 5","상세정보 값 5","상세정보 이름 6","상세정보 값 6","상세정보 이름 7","상세정보 값 7","상세정보 이름 8","상세정보 값 8","상세정보 이름 9","상세정보 값 9","상세정보 이름 10","상세정보 값 10"
"770","강동구_거치대_044","일반거치대","사용","일반","127.147930835","37.527630956","[127.14793083487419,37.52763095557646]","Point","","서울특별시 강동구 진황도로61길 53","서울특별시 강동구 둔촌동 산 16-5","05368","다사68894764","(친환경)자전거 편의시설","17704.320123","2023-04-04 16:49:46","2023-04-04 16:49:46","","","","","","","","","","운영시간 (예. 00:00 ~ 00:00)","","설치지역","지하철역|","상세위치(예, OO동 주민센터)","","설치유형(*공기주입기와 주차장 만 선택하세요.)","","설치/이용가능대수(예, 00대)","100대","운영형태(*수리센터만 선택하세요.)","","수리범위(*수리센터만 선택하고, 예, 경정비 무상, 부품교체 실비 등.)","","이동수리센터 순회일정(*이동수리센터만 입력, 예) 자치구 순회일정 안내 게시판 링크)","","유의사항(예, O0학교 운영시간 외 이용불가 )","","강동구청 교통행정과","강동구청 교통행정과"
"771","강동구_거치대_045","일반거치대","사용","일반","127.147612802","37.527873374","[127.14761280160506,37.52787337372155]","Point","","서울특별시 강동구 진황도로61길 53","서울특별시 강동구 둔촌동 6-16","05368","다사68864767","(친환경)자전거 편의시설","17668.208693","2023-04-04 16:51:36","2023-04-04 16:51:36","","","","","","","","","","운영시간 (예. 00:00 ~ 00:00)","","설치지역","지하철역|","상세위치(예, OO동 주민센터)","","설치유형(*공기주입기와 주차장 만 선택하세요.)","","설치/이용가능대수(예, 00대)","13대","운영형태(*수리센터만 선택하세요.)","","수리범위(*수리센터만 선택하고, 예, 경정비 무상, 부품교체 실비 등.)","","이동수리센터 순회일정(*이동수리센터만 입력, 예) 자치구 순회일정 안내 게시판 링크)","","유의사항(예, O0학교 운영시간 외 이용불가 )","","강동구청 교통행정과","강동구청 교통행정과"
"772","강동구_거치대_046","일반거치대","사용","일반","127.148780395","37.529886880","[127.14878039546288,37.52988687978087]","Point","","서울특별시 강동구 진황도로61길 53","서울특별시 강동구 둔촌동 6-2","05368","다사68964789","(친환경)자전거 편의시설","17742.515646","2023-04-04 16:53:09","2023-04-04 16:53:09","","","","","","","","","","운영시간 (예. 00:00 ~ 00:00)","","설치지역","지하철역|","상세위치(예, OO동 주민센터)","","설치유형(*공기주입기와 주차장 만 선택하세요.)","","설치/이용가능대수(예, 00대)","34대","운영형태(*수리센터만 선택하세요.)","","수리범위(*수리센터만 선택하고, 예, 경정비 무상, 부품교체 실비 등.)","","이동수리센터 순회일정(*이동수리센터만 입력, 예) 자치구 순회일정 안내 게시판 링크)","","유의사항(예, O0학교 운영시간 외 이용불가 )","","강동구청 교통행정과","강동구청 교통행정과"
"773","강동구_거치대_047","일반거치대","사용","일반","127.148807046","37.529030669","[127.148807045724,37.52903066916717]","Point","","서울특별시 강동구 동남로 625","서울특별시 강동구 둔촌동 6-3","05368","다사68964780","(친환경)자전거 편의시설","17761.861381","2023-04-04 16:54:33","2023-04-04 16:54:33","","","","","","","","","","운영시간 (예. 00:00 ~ 00:00)","","설치지역","지하철역|","상세위치(예, OO동 주민센터)","","설치유형(*공기주입기와 주차장 만 선택하세요.)","","설치/이용가능대수(예, 00대)","10대","운영형태(*수리센터만 선택하세요.)","","수리범위(*수리센터만 선택하고, 예, 경정비 무상, 부품교체 실비 등.)","","이동수리센터 순회일정(*이동수리센터만 입력, 예) 자치구 순회일정 안내 게시판 링크)","","유의사항(예, O0학교 운영시간 외 이용불가 )","","강동구청 교통행정과","강동구청 교통행정과"
"774","강동구_거치대_048","일반거치대","사용","일반","127.148784495","37.529012575","[127.1487844949324,37.52901257494933]","Point","","서울특별시 강동구 동남로 625","서울특별시 강동구 둔촌동 6-3","05368","다사68964780","(친환경)자전거 편의시설","17760.008701","2023-04-04 16:56:01","2023-04-04 16:56:01","","","","","","","","","","운영시간 (예. 00:00 ~ 00:00)","","설치지역","지하철역|","상세위치(예, OO동 주민센터)","","설치유형(*공기주입기와 주차장 만 선택하세요.)","","설치/이용가능대수(예, 00대)","100대","운영형태(*수리센터만 선택하세요.)","","수리범위(*수리센터만 선택하고, 예, 경정비 무상, 부품교체 실비 등.)","","이동수리센터 순회일정(*이동수리센터만 입력, 예) 자치구 순회일정 안내 게시판 링크)","","유의사항(예, O0학교 운영시간 외 이용불가 )","","강동구청 교통행정과","강동구청 교통행정과"
"775","강동구_거치대_049","일반거치대","사용","일반","127.164936696","37.556460731","[127.16493669625602,37.55646073136588]","Point","","서울특별시 강동구 고덕로80길 8","서울특별시 강동구 상일동 146","05273","다사70405084","(친환경)자전거 편의시설","19039.702664","2023-04-04 16:57:32","2023-04-04 16:57:32","","","","","","","","","","운영시간 (예. 00:00 ~ 00:00)","","설치지역","지하철역|","상세위치(예, OO동 주민센터)","","설치유형(*공기주입기와 주차장 만 선택하세요.)","","설치/이용가능대수(예, 00대)","53대","운영형태(*수리센터만 선택하세요.)","","수리범위(*수리센터만 선택하고, 예, 경정비 무상, 부품교체 실비 등.)","","이동수리센터 순회일정(*이동수리센터만 입력, 예) 자치구 순회일정 안내 게시판 링크)","","유의사항(예, O0학교 운영시간 외 이용불가 )","","강동구청 교통행정과","강동구청 교통행정과"
"776","강동구_거치대_050","일반거치대","사용","일반","127.167697981","37.556747955","[127.16769798101522,37.556747954908346]","Point","","서울특별시 강동구 고덕로 360","서울특별시 강동구 상일동 519-3","05274","다사70655087","(친환경)자전거 편의시설","19314.487036","2023-04-05 14:17:53","2023-04-05 14:17:53","","","","","","","","","","운영시간 (예. 00:00 ~ 00:00)","","설치지역","지하철역|","상세위치(예, OO동 주민센터)","","설치유형(*공기주입기와 주차장 만 선택하세요.)","","설치/이용가능대수(예, 00대)","72대","운영형태(*수리센터만 선택하세요.)","","수리범위(*수리센터만 선택하고, 예, 경정비 무상, 부품교체 실비 등.)","","이동수리센터 순회일정(*이동수리센터만 입력, 예) 자치구 순회일정 안내 게시판 링크)","","유의사항(예, O0학교 운영시간 외 이용불가 )","","강동구청 교통행정과","강동구청 교통행정과"
"777","강동구_거치대_051","일반거치대","사용","일반","127.168439084","37.556858201","[127.16843908433074,37.55685820087141]","Point","","서울특별시 강동구 고덕로 390","서울특별시 강동구 상일동 519-3","05274","다사70715088","(친환경)자전거 편의시설","19388.125339","2023-04-05 14:19:46","2023-04-05 14:19:46","","","","","","","","","","운영시간 (예. 00:00 ~ 00:00)","","설치지역","지하철역|","상세위치(예, OO동 주민센터)","","설치유형(*공기주입기와 주차장 만 선택하세요.)","","설치/이용가능대수(예, 00대)","85대","운영형태(*수리센터만 선택하세요.)","","수리범위(*수리센터만 선택하고, 예, 경정비 무상, 부품교체 실비 등.)","","이동수리센터 순회일정(*이동수리센터만 입력, 예) 자치구 순회일정 안내 게시판 링크)","","유의사항(예, O0학교 운영시간 외 이용불가 )","","강동구청 교통행정과","강동구청 교통행정과"
"778","강동구_거치대_052","일반거치대","사용","일반","127.168302123","37.557105689","[127.1683021229586,37.55710568853891]","Point","","서울특별시 강동구 고덕로 385","서울특별시 강동구 고덕동 693-4","05223","다사70705091","(친환경)자전거 편의시설","19373.523271","2023-04-05 14:21:49","2023-04-05 14:21:49","","","","","","","","","","운영시간 (예. 00:00 ~ 00:00)","","설치지역","지하철역|","상세위치(예, OO동 주민센터)","","설치유형(*공기주입기와 주차장 만 선택하세요.)","","설치/이용가능대수(예, 00대)","11대","운영형태(*수리센터만 선택하세요.)","","수리범위(*수리센터만 선택하고, 예, 경정비 무상, 부품교체 실비 등.)","","이동수리센터 순회일정(*이동수리센터만 입력, 예) 자치구 순회일정 안내 게시판 링크)","","유의사항(예, O0학교 운영시간 외 이용불가 )","","강동구청 교통행정과","강동구청 교통행정과"
"779","강동구_거치대_053","일반거치대","사용","일반","127.167707982","37.557045430","[127.16770798206795,37.55704542988604]","Point","","서울특별시 강동구 고덕로 333","서울특별시 강동구 고덕동 693-4","05224","다사70655090","(친환경)자전거 편의시설","19314.369297","2023-04-05 14:23:49","2023-04-05 14:23:49","","","","","","","","","","운영시간 (예. 00:00 ~ 00:00)","","설치지역","지하철역|","상세위치(예, OO동 주민센터)","","설치유형(*공기주입기와 주차장 만 선택하세요.)","","설치/이용가능대수(예, 00대)","119대","운영형태(*수리센터만 선택하세요.)","","수리범위(*수리센터만 선택하고, 예, 경정비 무상, 부품교체 실비 등.)","","이동수리센터 순회일정(*이동수리센터만 입력, 예) 자치구 순회일정 안내 게시판 링크)","","유의사항(예, O0학교 운영시간 외 이용불가 )","","강동구청 교통행정과","강동구청 교통행정과"
"780","강동구_거치대_054","일반거치대","사용","일반","127.165682628","37.556755786","[127.16568262794864,37.55675578589907]","Point","","서울특별시 강동구 고덕로 359","서울특별시 강동구 고덕동 299","05223","다사70475087","(친환경)자전거 편의시설","19113.071038","2023-04-05 14:25:27","2023-04-05 14:25:27","","","","","","","","","","운영시간 (예. 00:00 ~ 00:00)","","설치지역","지하철역|","상세위치(예, OO동 주민센터)","","설치유형(*공기주입기와 주차장 만 선택하세요.)","","설치/이용가능대수(예, 00대)","15대","운영형태(*수리센터만 선택하세요.)","","수리범위(*수리센터만 선택하고, 예, 경정비 무상, 부품교체 실비 등.)","","이동수리센터 순회일정(*이동수리센터만 입력, 예) 자치구 순회일정 안내 게시판 링크)","","유의사항(예, O0학교 운영시간 외 이용불가 )","","강동구청 교통행정과","강동구청 교통행정과"
"781","강동구_거치대_055","일반거치대","사용","일반","127.154407366","37.555213554","[127.15440736649391,37.55521355364057]","Point","","서울특별시 강동구 고덕로 262","서울특별시 강동구 고덕동 310","05269","다사69475070","(친환경)자전거 편의시설","17993.441739","2023-04-05 14:27:18","2023-04-05 14:27:18","","","","","","","","","","운영시간 (예. 00:00 ~ 00:00)","","설치지역","지하철역|","상세위치(예, OO동 주민센터)","","설치유형(*공기주입기와 주차장 만 선택하세요.)","","설치/이용가능대수(예, 00대)","12대","운영형태(*수리센터만 선택하세요.)","","수리범위(*수리센터만 선택하고, 예, 경정비 무상, 부품교체 실비 등.)","","이동수리센터 순회일정(*이동수리센터만 입력, 예) 자치구 순회일정 안내 게시판 링크)","","유의사항(예, O0학교 운영시간 외 이용불가 )","","강동구청 교통행정과","강동구청 교통행정과"
"782","강동구_거치대_056","일반거치대","사용","일반","127.119583311","37.528142450","[127.119583311,37.52814245]","Point","","서울특별시 강동구 강동대로 143-64","서울특별시 강동구 성내동 472","05398","다사66384771","(친환경)자전거 편의시설","14929.556699","2023-04-05 16:13:16","2023-04-05 14:37:54","","","","","","","","","","운영시간 (예. 00:00 ~ 00:00)","","설치지역","기타|상업시설|","상세위치(예, OO동 주민센터)","","설치유형(*공기주입기와 주차장 만 선택하세요.)","","설치/이용가능대수(예, 00대)","50대","운영형태(*수리센터만 선택하세요.)","","수리범위(*수리센터만 선택하고, 예, 경정비 무상, 부품교체 실비 등.)","","이동수리센터 순회일정(*이동수리센터만 입력, 예) 자치구 순회일정 안내 게시판 링크)","","유의사항(예, O0학교 운영시간 외 이용불가 )","","강동구청 교통행정과","강동구청 교통행정과"
